42073,1:2,2:10,3:5,4:1,5:4,6:8,7:3,8:9,9:7,10:6
94127,1:8,2:3,3:2,4:5,5:10,6:4,7:7,8:9,9:6,10:1
25220,1:7,2:9,3:8,4:2,5:5,6:1,7:4,8:6,9:10,10:3
20596,1:8,2:5,3:3,4:6,5:9,6:7,7:2,8:10,9:4,10:1
32358,1:7,2:2,3:10,4:8,5:4,6:6,7:9,8:5,9:3,10:1
81639,1:2,2:3,3:5,4:8,5:7,6:6,7:4,8:1,9:9,10:10
44342,1:5,2:4,3:2,4:8,5:10,6:7,7:6,8:1,9:9,10:3
10816,1:5,2:3,3:4,4:7,5:8,6:10,7:6,8:9,9:2,10:1
21552,1:10,2:9,3:3,4:4,5:8,6:2,7:5,8:7,9:1,10:6
39972,1:5,2:2,3:3,4:4,5:8,6:1,7:7,8:10,9:6,10:9
60226,1:4,2:8,3:1,4:10,5:5,6:3,7:6,8:7,9:2,10:9
87946,1:6,2:1,3:8,4:9,5:5,6:2,7:3,8:7,9:10,10:4
97958,1:5,2:7,3:4,4:3,5:6,6:9,7:1,8:8,9:2,10:10
55078,1:10,2:8,3:3,4:1,5:2,6:7,7:6,8:4,9:5,10:9
34428,1:4,2:2,3:7,4:3,5:5,6:6,7:8,8:1,9:10,10:9
14469,1:6,2:1,3:2,4:4,5:7,6:10,7:8,8:5,9:3,10:9
42346,1:10,2:1,3:2,4:9,5:6,6:7,7:4,8:5,9:3,10:8
79529,1:5,2:3,3:10,4:4,5:7,6:8,7:6,8:1,9:9,10:2
10725,1:7,2:1,3:3,4:10,5:2,6:5,7:9,8:4,9:6,10:8
88674,1:2,2:8,3:1,4:5,5:10,6:4,7:3,8:9,9:7,10:6
93776,1:10,2:1,3:9,4:8,5:4,6:6,7:7,8:3,9:2,10:5
53190,1:6,2:1,3:7,4:3,5:5,6:4,7:8,8:10,9:2,10:9
76922,1:2,2:10,3:1,4:3,5:6,6:7,7:5,8:9,9:4,10:8
43816,1:9,2:6,3:5,4:8,5:7,6:4,7:1,8:10,9:2,10:3
14284,1:3,2:2,3:4,4:7,5:5,6:1,7:8,8:10,9:9,10:6
94680,1:7,2:8,3:5,4:6,5:1,6:4,7:2,8:3,9:10,10:9
30765,1:2,2:6,3:3,4:5,5:8,6:1,7:9,8:10,9:4,10:7
63551,1:5,2:7,3:4,4:9,5:8,6:3,7:10,8:1,9:6,10:2
25109,1:8,2:4,3:2,4:3,5:5,6:10,7:7,8:6,9:1,10:9
56737,1:10,2:7,3:1,4:5,5:9,6:6,7:2,8:3,9:8,10:4
35128,1:1,2:4,3:2,4:9,5:6,6:8,7:5,8:3,9:7,10:10
24674,1:5,2:7,3:9,4:3,5:8,6:4,7:6,8:2,9:10,10:1
11882,1:9,2:1,3:8,4:5,5:10,6:6,7:3,8:7,9:2,10:4
76485,1:3,2:8,3:1,4:4,5:7,6:10,7:2,8:9,9:5,10:6
75937,1:8,2:7,3:1,4:3,5:9,6:4,7:6,8:2,9:5,10:10
6028,1:3,2:1,3:4,4:8,5:2,6:5,7:7,8:10,9:9,10:6
41766,1:10,2:2,3:1,4:8,5:4,6:6,7:5,8:3,9:7,10:9
5036,1:6,2:3,3:10,4:2,5:4,6:9,7:5,8:1,9:7,10:8
5074,1:9,2:7,3:6,4:1,5:3,6:8,7:4,8:10,9:5,10:2
6846,1:3,2:8,3:9,4:4,5:5,6:2,7:6,8:1,9:7,10:10
41113,1:8,2:5,3:9,4:3,5:2,6:7,7:4,8:6,9:10,10:1
15574,1:10,2:3,3:6,4:2,5:5,6:7,7:9,8:4,9:1,10:8
8925,1:2,2:4,3:3,4:8,5:10,6:9,7:1,8:5,9:7,10:6
990,1:2,2:3,3:1,4:8,5:5,6:9,7:7,8:4,9:10,10:6
32821,1:1,2:2,3:6,4:5,5:10,6:4,7:8,8:3,9:7,10:9
50659,1:6,2:10,3:4,4:9,5:3,6:8,7:1,8:2,9:7,10:5
73629,1:6,2:10,3:3,4:7,5:5,6:4,7:2,8:9,9:1,10:8
40025,1:10,2:2,3:1,4:6,5:9,6:4,7:8,8:3,9:7,10:5
72712,1:9,2:5,3:2,4:6,5:7,6:8,7:3,8:10,9:1,10:4
54477,1:6,2:3,3:8,4:7,5:1,6:2,7:9,8:4,9:5,10:10
25148,1:1,2:8,3:9,4:4,5:2,6:5,7:3,8:10,9:6,10:7
24621,1:2,2:7,3:1,4:4,5:10,6:9,7:3,8:6,9:5,10:8
54776,1:10,2:3,3:2,4:7,5:4,6:5,7:9,8:1,9:6,10:8
90046,1:6,2:10,3:8,4:9,5:5,6:7,7:1,8:3,9:2,10:4
49805,1:7,2:8,3:3,4:9,5:4,6:1,7:2,8:5,9:10,10:6
53874,1:10,2:3,3:7,4:8,5:1,6:9,7:6,8:4,9:5,10:2
37258,1:3,2:5,3:6,4:9,5:4,6:10,7:8,8:2,9:7,10:1
73028,1:1,2:6,3:9,4:8,5:2,6:7,7:5,8:10,9:4,10:3
25905,1:4,2:5,3:6,4:8,5:1,6:7,7:9,8:3,9:2,10:10
80801,1:9,2:6,3:10,4:8,5:1,6:3,7:5,8:7,9:2,10:4
86155,1:4,2:7,3:5,4:8,5:9,6:10,7:6,8:3,9:2,10:1
18879,1:3,2:2,3:4,4:10,5:7,6:9,7:6,8:8,9:5,10:1
35816,1:10,2:7,3:8,4:2,5:1,6:6,7:3,8:4,9:9,10:5
86558,1:9,2:3,3:5,4:7,5:2,6:1,7:10,8:4,9:6,10:8
73414,1:5,2:1,3:6,4:7,5:10,6:8,7:9,8:2,9:4,10:3
56034,1:1,2:10,3:3,4:7,5:5,6:2,7:4,8:9,9:6,10:8
88165,1:5,2:2,3:1,4:10,5:8,6:7,7:4,8:9,9:3,10:6
53656,1:2,2:9,3:1,4:5,5:7,6:8,7:6,8:10,9:3,10:4
98781,1:4,2:10,3:1,4:2,5:6,6:8,7:9,8:5,9:7,10:3
22298,1:8,2:3,3:6,4:10,5:5,6:4,7:2,8:7,9:9,10:1
83233,1:6,2:4,3:10,4:1,5:8,6:9,7:3,8:5,9:2,10:7
84544,1:8,2:4,3:3,4:5,5:7,6:9,7:1,8:6,9:2,10:10
35916,1:7,2:2,3:6,4:5,5:8,6:3,7:9,8:4,9:1,10:10
94536,1:5,2:6,3:8,4:1,5:4,6:9,7:7,8:10,9:2,10:3
23600,1:9,2:6,3:1,4:3,5:5,6:10,7:8,8:7,9:4,10:2
93169,1:5,2:3,3:2,4:1,5:4,6:10,7:9,8:8,9:7,10:6
15587,1:1,2:9,3:6,4:3,5:4,6:10,7:7,8:5,9:2,10:8
39213,1:5,2:10,3:3,4:1,5:4,6:2,7:8,8:9,9:6,10:7
54202,1:7,2:10,3:3,4:1,5:8,6:5,7:4,8:6,9:2,10:9
54874,1:6,2:7,3:4,4:10,5:9,6:5,7:2,8:1,9:3,10:8
89122,1:7,2:6,3:2,4:1,5:8,6:4,7:9,8:10,9:3,10:5
16309,1:6,2:3,3:7,4:8,5:10,6:9,7:1,8:4,9:5,10:2
10508,1:10,2:9,3:8,4:5,5:1,6:7,7:2,8:4,9:6,10:3
40916,1:5,2:8,3:1,4:7,5:6,6:10,7:9,8:2,9:3,10:4
74958,1:7,2:2,3:9,4:5,5:3,6:10,7:8,8:1,9:6,10:4
161,1:3,2:4,3:8,4:5,5:9,6:1,7:7,8:10,9:6,10:2
95252,1:1,2:9,3:4,4:2,5:10,6:8,7:6,8:7,9:3,10:5
99273,1:5,2:2,3:8,4:10,5:4,6:3,7:7,8:1,9:9,10:6
880,1:4,2:7,3:5,4:1,5:8,6:2,7:10,8:6,9:9,10:3
93892,1:7,2:4,3:9,4:2,5:1,6:10,7:6,8:5,9:3,10:8
5234,1:8,2:10,3:7,4:4,5:1,6:6,7:5,8:9,9:3,10:2
58107,1:7,2:6,3:2,4:10,5:9,6:5,7:1,8:8,9:3,10:4
62742,1:10,2:1,3:6,4:3,5:4,6:5,7:2,8:7,9:8,10:9
20533,1:1,2:6,3:3,4:2,5:8,6:5,7:4,8:10,9:7,10:9
94768,1:8,2:2,3:7,4:6,5:5,6:1,7:9,8:4,9:3,10:10
5754,1:2,2:7,3:8,4:1,5:6,6:3,7:5,8:4,9:9,10:10
81777,1:2,2:3,3:6,4:7,5:8,6:1,7:10,8:5,9:4,10:9
8020,1:6,2:10,3:4,4:1,5:5,6:8,7:7,8:9,9:2,10:3
22770,1:6,2:5,3:4,4:9,5:1,6:7,7:10,8:2,9:3,10:8
8023,1:6,2:8,3:4,4:1,5:9,6:10,7:2,8:7,9:3,10:5
6148,1:2,2:5,3:8,4:4,5:3,6:9,7:7,8:6,9:1,10:10
66710,1:8,2:9,3:3,4:5,5:1,6:2,7:10,8:4,9:6,10:7
1660,1:7,2:5,3:3,4:6,5:10,6:9,7:4,8:1,9:8,10:2
97625,1:8,2:2,3:1,4:3,5:10,6:4,7:5,8:6,9:7,10:9
97680,1:8,2:7,3:5,4:9,5:10,6:6,7:1,8:4,9:2,10:3
6609,1:6,2:5,3:3,4:2,5:10,6:9,7:8,8:7,9:4,10:1
32678,1:4,2:7,3:9,4:8,5:10,6:5,7:2,8:1,9:6,10:3
91638,1:1,2:6,3:7,4:3,5:10,6:8,7:2,8:5,9:9,10:4
35710,1:6,2:3,3:8,4:9,5:5,6:1,7:4,8:10,9:2,10:7
59109,1:4,2:5,3:8,4:9,5:1,6:3,7:2,8:6,9:10,10:7
29669,1:3,2:9,3:10,4:1,5:5,6:2,7:6,8:4,9:8,10:7
91597,1:6,2:4,3:2,4:3,5:10,6:7,7:8,8:1,9:5,10:9
80358,1:8,2:3,3:2,4:4,5:6,6:9,7:5,8:1,9:10,10:7
94400,1:10,2:3,3:6,4:5,5:9,6:1,7:7,8:8,9:4,10:2
4420,1:10,2:9,3:1,4:6,5:2,6:5,7:3,8:7,9:4,10:8
11846,1:6,2:4,3:10,4:5,5:7,6:1,7:2,8:8,9:3,10:9
45708,1:6,2:1,3:4,4:8,5:5,6:2,7:9,8:10,9:3,10:7
94693,1:1,2:10,3:2,4:7,5:8,6:6,7:3,8:5,9:9,10:4
41744,1:6,2:10,3:7,4:1,5:4,6:9,7:3,8:2,9:8,10:5
30574,1:10,2:4,3:5,4:3,5:2,6:7,7:1,8:8,9:6,10:9
36733,1:4,2:6,3:1,4:3,5:5,6:10,7:2,8:8,9:7,10:9
58329,1:2,2:3,3:10,4:6,5:8,6:5,7:4,8:7,9:9,10:1
12589,1:7,2:3,3:10,4:8,5:6,6:5,7:4,8:2,9:9,10:1
50537,1:7,2:10,3:2,4:5,5:4,6:3,7:8,8:6,9:1,10:9
83495,1:1,2:5,3:8,4:3,5:2,6:6,7:7,8:4,9:9,10:10
14850,1:10,2:3,3:9,4:4,5:2,6:8,7:7,8:5,9:6,10:1
36707,1:9,2:4,3:3,4:5,5:6,6:7,7:2,8:10,9:8,10:1
57248,1:7,2:5,3:3,4:4,5:8,6:1,7:9,8:6,9:10,10:2
15094,1:2,2:7,3:9,4:1,5:4,6:6,7:10,8:3,9:8,10:5
57544,1:10,2:4,3:8,4:6,5:9,6:5,7:2,8:3,9:1,10:7
95196,1:6,2:1,3:8,4:7,5:3,6:9,7:4,8:10,9:2,10:5
95412,1:1,2:9,3:3,4:5,5:4,6:7,7:2,8:8,9:10,10:6
81559,1:9,2:2,3:4,4:8,5:7,6:10,7:3,8:1,9:6,10:5
810,1:7,2:3,3:2,4:8,5:10,6:6,7:1,8:9,9:5,10:4
60031,1:10,2:5,3:2,4:6,5:8,6:3,7:7,8:4,9:1,10:9
77259,1:5,2:8,3:4,4:1,5:3,6:10,7:6,8:9,9:7,10:2
92561,1:2,2:9,3:8,4:3,5:1,6:10,7:7,8:6,9:4,10:5
78554,1:1,2:5,3:10,4:7,5:6,6:2,7:4,8:8,9:3,10:9
76016,1:4,2:6,3:2,4:10,5:1,6:5,7:9,8:7,9:8,10:3
27283,1:8,2:2,3:7,4:9,5:6,6:5,7:3,8:10,9:4,10:1
7870,1:2,2:10,3:1,4:3,5:6,6:9,7:5,8:7,9:4,10:8
31123,1:8,2:10,3:1,4:6,5:9,6:3,7:2,8:4,9:5,10:7
22146,1:1,2:6,3:5,4:10,5:2,6:9,7:4,8:7,9:8,10:3
51352,1:6,2:4,3:5,4:8,5:7,6:10,7:9,8:3,9:2,10:1
49717,1:2,2:8,3:5,4:7,5:6,6:1,7:3,8:4,9:9,10:10
97723,1:7,2:6,3:10,4:9,5:5,6:8,7:4,8:3,9:1,10:2
22389,1:4,2:6,3:5,4:1,5:2,6:7,7:8,8:9,9:3,10:10
91335,1:3,2:10,3:8,4:7,5:1,6:2,7:4,8:9,9:5,10:6
13740,1:10,2:9,3:2,4:3,5:5,6:4,7:7,8:8,9:6,10:1
97988,1:10,2:5,3:9,4:7,5:4,6:6,7:8,8:1,9:2,10:3
71979,1:3,2:9,3:5,4:6,5:2,6:4,7:1,8:10,9:7,10:8
74258,1:2,2:3,3:5,4:8,5:9,6:10,7:7,8:1,9:6,10:4
31388,1:7,2:10,3:5,4:6,5:4,6:8,7:3,8:1,9:2,10:9
42012,1:6,2:3,3:9,4:7,5:1,6:10,7:4,8:5,9:2,10:8
50995,1:7,2:2,3:4,4:3,5:1,6:9,7:10,8:5,9:6,10:8
51018,1:9,2:5,3:2,4:3,5:8,6:7,7:10,8:4,9:1,10:6
22054,1:8,2:4,3:6,4:7,5:3,6:2,7:1,8:5,9:9,10:10
96281,1:3,2:5,3:10,4:8,5:6,6:9,7:7,8:2,9:1,10:4
26798,1:1,2:5,3:7,4:6,5:10,6:4,7:9,8:3,9:2,10:8
90716,1:4,2:1,3:7,4:9,5:5,6:10,7:2,8:6,9:3,10:8
58074,1:3,2:5,3:9,4:6,5:2,6:7,7:8,8:10,9:4,10:1
71644,1:2,2:8,3:1,4:6,5:9,6:7,7:10,8:5,9:3,10:4
25902,1:7,2:9,3:1,4:8,5:5,6:3,7:10,8:2,9:4,10:6
97265,1:3,2:6,3:5,4:10,5:1,6:2,7:4,8:9,9:7,10:8
59622,1:3,2:5,3:7,4:10,5:9,6:2,7:6,8:1,9:4,10:8
38348,1:4,2:7,3:5,4:3,5:10,6:2,7:8,8:1,9:9,10:6
2570,1:8,2:6,3:4,4:3,5:1,6:9,7:10,8:2,9:7,10:5
14277,1:9,2:6,3:1,4:5,5:2,6:4,7:8,8:7,9:3,10:10
15454,1:4,2:6,3:3,4:5,5:10,6:1,7:7,8:8,9:2,10:9
55318,1:10,2:4,3:7,4:9,5:3,6:1,7:8,8:5,9:2,10:6
51117,1:5,2:7,3:3,4:10,5:8,6:2,7:1,8:6,9:4,10:9
22033,1:8,2:6,3:10,4:3,5:4,6:1,7:5,8:7,9:9,10:2
96687,1:8,2:6,3:2,4:10,5:7,6:1,7:4,8:9,9:5,10:3
60773,1:9,2:7,3:2,4:4,5:10,6:3,7:1,8:6,9:8,10:5
11437,1:3,2:4,3:2,4:8,5:1,6:9,7:7,8:5,9:10,10:6
7034,1:4,2:5,3:6,4:10,5:9,6:1,7:3,8:8,9:7,10:2
61946,1:1,2:10,3:3,4:2,5:4,6:6,7:9,8:5,9:8,10:7
66936,1:2,2:7,3:4,4:8,5:6,6:5,7:1,8:10,9:9,10:3
37306,1:8,2:1,3:2,4:4,5:3,6:10,7:6,8:9,9:5,10:7
53678,1:2,2:4,3:10,4:6,5:9,6:8,7:1,8:5,9:7,10:3
26234,1:6,2:10,3:2,4:3,5:5,6:8,7:1,8:9,9:7,10:4
86727,1:2,2:7,3:10,4:5,5:6,6:9,7:8,8:1,9:3,10:4
99657,1:6,2:1,3:9,4:7,5:5,6:4,7:8,8:10,9:2,10:3
132,1:6,2:9,3:3,4:8,5:5,6:1,7:2,8:10,9:7,10:4
27125,1:2,2:3,3:10,4:7,5:8,6:1,7:5,8:4,9:9,10:6
8818,1:6,2:9,3:3,4:8,5:4,6:7,7:10,8:1,9:2,10:5
47719,1:10,2:6,3:3,4:8,5:4,6:5,7:9,8:7,9:2,10:1
77713,1:7,2:8,3:3,4:5,5:4,6:10,7:2,8:9,9:1,10:6
64691,1:7,2:1,3:10,4:4,5:3,6:8,7:5,8:9,9:2,10:6
